kll|genki|state|jlpt|type|writing|reading|english|swedish
||hidden|n2|other|苦心|くしん|pain,trouble
||hidden|n2|other|屑|くず|waste,scrap
||hidden|n2|other|崩す|くずす|to destroy,to pull down,to make change (money)
||hidden|n2|other|薬指|くすりゆび|ring finger
||hidden|n2|other|崩れる|くずれる|to collapse,to crumble
||hidden|n2|other|砕く|くだく|to break,to smash
||hidden|n2|other|砕ける|くだける|to break,to be broken
||hidden|n2|other|くたびれる|くたびれる|to get tired,to wear out
||hidden|n2|other|くだらない|くだらない|good-for-nothing,stupid,trivial,worthless
||hidden|n2|other|下る|くだる|to get down,to descend
||hidden|n2|other|唇|くちびる|lips
||hidden|n2|other|口紅|くちべに|lipstick
||hidden|n2|other|くっつく|くっつく|to adhere to,to keep close to
||hidden|n2|other|くっつける|くっつける|to attach
||hidden|n2|other|くどい|くどい|verbose,importunate,heavy (taste)
||hidden|n2|other|句読点|くとうてん|punctuation marks
||hidden|n2|other|配る|くばる|to distribute,to deliver
||hidden|n2|other|工夫|くふう|labourer,worker
||hidden|n2|other|区分|くぶん|division,section,classification
||hidden|n2|other|組合せ|くみあわせ|combination
||hidden|n2|other|組み立てる|くみたてる|to assemble,to set up,to construct
||hidden|n2|other|汲む|くむ|(1) to draw (water),to dip,to scoop,to pump
||hidden|n2|other|酌む|くむ|to serve sake
||hidden|n2|other|悔しい|くやしい|regrettable,mortifying,vexing
||hidden|n2|other|悔やむ|くやむ|to mourn
||hidden|n2|other|クリーニング|クリーニング|cleaning,dry cleaning,laundry service
||hidden|n2|other|くるむ|くるむ|to be engulfed in,to be enveloped by,to wrap up
||hidden|n2|other|くれぐれも|くれぐれも|repeatedly,sincerely,earnestly
||hidden|n2|other|咥える|くわえる|
||hidden|n2|other|郡|ぐん|country,district
||hidden|n2|other|稽古|けいこ|practice,training,study
||hidden|n2|other|敬語|けいご|honorific,term of respect
||hidden|n2|other|蛍光灯|けいこうとう|fluorescent lamp,person who is slow to react
||hidden|n2|other|形式|けいしき|form,formality,format,math expression
||hidden|n2|other|継続|けいぞく|continuation
||hidden|n2|other|毛糸|けいと|knitting wool
||hidden|n2|other|経度|けいど|longitude
||hidden|n2|other|系統|けいとう|system,family line,geological formation
||hidden|n2|other|芸能|げいのう|public entertainment,accomplishments,attainments
||hidden|n2|other|競馬|けいば|horse racing
