kll|genki|state|jlpt|type|writing|reading|english
||hidden|n3|other|希望|きぼう|hope,wish,aspiration
||hidden|n3|other|基本|きほん|foundation,basis,standard
||hidden|n3|other|決まり|きまり|settlement,conclusion,regulation,rule
||hidden|n3|other|気味|きみ|-like,-looking,-looked
||hidden|n3|other|奇妙|きみょう|strange,queer,curious
||hidden|n3|other|義務|ぎむ|duty,obligation,responsibility
||hidden|n3|other|疑問|ぎもん|question,problem,doubt,guess
||hidden|n3|other|逆|ぎゃく|reverse,opposite
||hidden|n3|other|旧|きゅう|ex-
||hidden|n3|other|級|きゅう|class, grade, rank,school class, grade
||hidden|n3|other|球|きゅう|globe,sphere,ball
||hidden|n3|other|九|きゅう / く|nine
||hidden|n3|other|休暇|きゅうか|holiday,day off,furlough
||hidden|n3|other|休憩|きゅうけい|rest,break,recess,intermission
||hidden|n3|other|急激|きゅうげき|sudden,precipitous,radical
||hidden|n3|other|吸収|きゅうしゅう|absorption,suction,attraction
||hidden|n3|other|記録|きろく|record,minutes,document
||hidden|n3|other|議論|ぎろん|argument,discussion,dispute
||hidden|n3|other|金|きん|(1) gold,(2) gold general (shogi) (abbr)
||hidden|n3|other|銀|ぎん|(1) silver,silver coin,silver paint
||hidden|n3|other|禁煙|きんえん|No Smoking!
||hidden|n3|other|金額|きんがく|amount of money
||hidden|n3|other|金庫|きんこ|safe,vault,treasury,provider of funds
||hidden|n3|other|禁止|きんし|prohibition,ban
||hidden|n3|other|金銭|きんせん|money,cash
||hidden|n3|other|金属|きんぞく|metal
||hidden|n3|other|近代|きんだい|modern ages
||hidden|n3|other|緊張|きんちょう|tension,mental strain,nervousness
||hidden|n3|other|筋肉|きんにく|muscle,sinew
||hidden|n3|other|金融|きんゆう|finance, monetary circulation,
||hidden|n3|other|金曜|きんよう|(abbr) Friday
||hidden|n3|other|九|く|nine
||hidden|n3|other|句|く|sentence
||hidden|n3|other|食う|くう|(male) (vulg) to eat
||hidden|n3|other|偶然|ぐうぜん|(by) chance,unexpectedly,suddenly
||hidden|n3|other|臭い|くさい|stink, smelly (bad)
||hidden|n3|other|鎖|くさり|chain
||hidden|n3|other|腐る|くさる|to rot,to go bad
||hidden|n3|other|癖|くせ|a habit (often a bad habit),peculiarity
||hidden|n3|other|管|くだ|pipe,tube
||hidden|n3|other|具体|ぐたい|concrete,tangible,material
||hidden|n3|other|下さる|くださる|(hon) to give,to confer
||hidden|n3|other|下り|くだり|down-train (going away from Tokyo)
||hidden|n3|other|苦痛|くつう|pain,agony
||hidden|n3|other|ぐっすり|ぐっすり|sound asleep,fast asleep
||hidden|n3|other|区別|くべつ|distinction,differentiation,classification
||hidden|n3|other|組|くみ|class,group,team,set
||hidden|n3|other|組合|くみあい|association,union
||hidden|n3|other|組む|くむ|to put together
||hidden|n3|other|曇|くもり|cloudiness,cloudy weather,shadow
||hidden|n3|other|位|くらい|grade,rank,about
||hidden|n3|other|暮らし|くらし|living,livelihood,subsistence,circumstances
||hidden|n3|other|暮らす|くらす|to live,to get along
||hidden|n3|other|繰り返す|くりかえす|to repeat,to do something over again
||hidden|n3|other|狂う|くるう|to go mad,to get out of order
||hidden|n3|other|苦しい|くるしい|painful,difficult
||hidden|n3|other|苦しむ|くるしむ|to suffer,to groan,to be worried
||hidden|n3|other|暮れ|くれ|year end,sunset,nightfall,end
||hidden|n3|other|苦労|くろう|troubles,hardships
||hidden|n3|other|加える|くわえる|to append,to sum up,to add (up)
||hidden|n3|other|詳しい|くわしい|knowing very well,detailed,full,accurate
||hidden|n3|other|加わる|くわわる|to join in,to accede to,to increase,to gain in (influence)
||hidden|n3|other|訓|くん|native Japanese reading of a Chinese character
||hidden|n3|other|軍|ぐん|army,force,troops
||hidden|n3|other|軍隊|ぐんたい|army,troops
||hidden|n3|other|訓練|くんれん|practice,training
||hidden|n3|other|下|げ|under,below,beneath
||hidden|n3|other|敬意|けいい|respect,honour
||hidden|n3|other|欠陥|けっかん|defect,fault,deficiency
||hidden|n3|other|結局|けっきょく|after all,eventually
||hidden|n3|other|決心|けっしん|determination,resolution
||hidden|n3|other|欠席|けっせき|absence,non-attendance
||hidden|n3|other|決定|けってい|decision,determination
||hidden|n3|other|欠点|けってん|faults,defect,weakness
||hidden|n3|other|月曜|げつよう・げつようび|Monday
||hidden|n3|other|結論|けつろん|conclusion
||hidden|n3|other|煙|けむり|smoke,fumes
||hidden|n3|other|券|けん|ticket,coupon,bond,certificate
||hidden|n3|other|県|けん|prefecture
||hidden|n3|other|軒|けん|a couter for house
||hidden|n3|other|喧嘩|けんか|quarrel,(drunken) brawl,failure
||hidden|n3|other|見解|けんかい|opinion,point of view
||hidden|n3|other|限界|げんかい|limit,bound
||hidden|n3|other|現金|げんきん|cash,ready money,mercenary,
||hidden|n3|other|健康|けんこう|health,sound,wholesome
||hidden|n3|other|検査|けんさ|inspection (e.g. customs, factory),examination
||hidden|n3|other|現在|げんざい|present,up to now,nowadays,modern times,current
||hidden|n3|other|現実|げんじつ|reality
||hidden|n3|other|現象|げんしょう|phenomenon
||hidden|n3|other|現状|げんじょう|present condition,existing state,status quo
||hidden|n3|other|建設|けんせつ|construction,establishment
||hidden|n3|other|現代|げんだい|nowadays,modern times,present-day
||hidden|n3|other|建築|けんちく|construction,architecture
||hidden|n3|other|見当|けんとう|be found,aim,estimate,guess,approx
||hidden|n3|other|検討|けんとう|consideration,examination,investigation,study,scrutiny
||hidden|n3|other|現場|げんば|actual spot,scene,scene of the crime
||hidden|n3|other|憲法|けんぽう|constitution
||hidden|n3|other|権利|けんり|right,privilege
||hidden|n3|other|後|ご|afterwards,since then,in the future
||hidden|n3|other|語|ご|suffix for language,word
||hidden|n3|other|恋|こい|love,tender passion
||hidden|n3|other|濃い|こい|thick (as of color, liquid),dense,strong
||hidden|n3|other|恋人|こいびと|lover,sweetheart
||hidden|n3|other|幸運|こううん|good luck,fortune
||hidden|n3|other|講演|こうえん|lecture,address
||hidden|n3|other|効果|こうか|effect,effectiveness,efficacy,result
||hidden|n3|other|硬貨|こうか|coin
||hidden|n3|other|高価|こうか|high price
||hidden|n3|other|豪華|ごうか|wonderful,gorgeous,splendor,pomp,extravagance
||hidden|n3|other|合格|ごうかく|success,passing (e.g. exam),eligibility
||hidden|n3|other|交換|こうかん|exchange,interchange,reciprocity
||hidden|n3|other|航空|こうくう|aviation,flying
||hidden|n3|other|光景|こうけい|scene,spectacle
||hidden|n3|other|合計|ごうけい|sum total,total amount
||hidden|n3|other|攻撃|こうげき|attack,strike,offensive,criticism,censure
||hidden|n3|other|貢献|こうけん|contribution,services
||hidden|n3|other|交際|こうさい|company,friendship,association,society,acquaintance
||hidden|n3|other|後者|こうしゃ|the latter
||hidden|n3|other|構成|こうせい|organization,composition
||hidden|n3|other|高速|こうそく|high speed,high gear
||hidden|n3|other|行動|こうどう|action,conduct,behaviour,mobilization
||hidden|n3|other|強盗|ごうとう|robbery,burglary
||hidden|n3|other|幸福|こうふく|happiness,blessedness
||hidden|n3|other|公平|こうへい|fairness,impartial,justice
||hidden|n3|other|候補|こうほ|candidacy
||hidden|n3|other|考慮|こうりょ|consideration,taking into account
||hidden|n3|other|越える|こえる|to exceed,to cross over,to cross
||hidden|n3|other|氷|こおり|ice,hail
||hidden|n3|other|凍る|こおる|to freeze,to be frozen over,to congeal
||hidden|n3|other|誤解|ごかい|misunderstanding
||hidden|n3|other|語学|ごがく|language study
||hidden|n3|other|呼吸|こきゅう|breath,respiration
||hidden|n3|other|故郷|こきょう|home town,birthplace,old village,historic village
||hidden|n3|other|国語|こくご|national language
||hidden|n3|other|黒板|こくばん|blackboard
||hidden|n3|other|克服|こくふく|subjugation,conquest
||hidden|n3|other|国民|こくみん|national,people,citizen
||hidden|n3|other|穀物|こくもつ|grain,cereal,corn
||hidden|n3|other|ここ|ここ|here
||hidden|n3|other|腰|こし|hip
||hidden|n3|other|故障|こしょう|break-down,failure,accident,out of order
||hidden|n3|other|個人|こじん|individual,private person,personal,private
||hidden|n3|other|越す|こす|to go over (e.g. with audience)
||hidden|n3|other|作業|さぎょう|work,operation,manufacturing,fatigue duty
||hidden|n3|other|作品|さくひん|work,opus,performance,production
||hidden|n3|other|作物|さくもつ|produce (e.g. agricultural),crops
||hidden|n3|other|桜|さくら|cherry blossom,cherry tree
||hidden|n3|other|酒|さけ|alcohol,sake
||hidden|n3|other|叫ぶ|さけぶ|to shout,to cry
||hidden|n3|other|避ける|さける|(1) to avoid (physical contact ),(2) to ward off,to avert
||hidden|n3|other|支える|ささえる|to support, to hold, maintain
||hidden|n3|other|指す|さす|to point,to put up umbrella,to play
||hidden|n3|other|座席|ざせき|seat
||hidden|n3|other|札|さつ|(1) token,label,(2) ticket,(3) charm
||hidden|n3|other|作家|さっか|author,writer,novelist,artist
||hidden|n3|other|作曲|さっきょく|composition,setting (of music)
||hidden|n3|other|ざっと|ざっと|roughly,in round numbers
||hidden|n3|other|さっぱり|さっぱり|feeling refreshed,feeling relieved,neat,trimmed
||hidden|n3|other|さて|さて|well,now,then
||hidden|n3|other|砂漠|さばく|desert
||hidden|n3|other|差別|さべつ|discrimination,distinction,differentiation
||hidden|n3|other|作法|さほう|manners,etiquette,propriety
||hidden|n3|other|様々|さまざま|varied,various
||hidden|n3|other|覚ます|さます|to awaken
||hidden|n3|other|覚める|さめる|to wake,to wake up
||hidden|n3|other|左右|さゆう|(1) left and right,(2) influence,control,domination
||hidden|n3|other|皿|さら|plate,dish
||hidden|n3|other|更に|さらに|furthermore,again,after all,more and more,moreover
||hidden|n3|other|去る|さる|to leave,to go away
||hidden|n3|other|猿|さる|monkey
||hidden|n3|other|騒ぎ|さわぎ|uproar,disturbance
||hidden|n3|other|参加|さんか|participation
||hidden|n3|other|参考|さんこう|reference,consultation
||hidden|n3|other|賛成|さんせい|approval,agreement,support,favour
||hidden|n3|other|酸素|さんそ|oxygen
||hidden|n3|other|散歩|さんぽ|walk,stroll
||hidden|n3|other|氏|し|family name,lineage,birth
||hidden|n3|other|詩|し|poem,verse of poetry
||hidden|n3|other|四|し/よん|four
||hidden|n3|other|ジェット機|ジェットき|jet aeroplane
||hidden|n3|other|直に|じかに|immediately,readily,directly
||hidden|n3|other|しかも|しかも|moreover,furthermore,nevertheless,and yet
||hidden|n3|other|叱る|しかる|to scold
||hidden|n3|other|式|しき|equation,formula,ceremony
||hidden|n3|other|お|じき|earnestly,immediately,exactly
||hidden|n3|other|時期|じき|time,season,period
||hidden|n3|other|支給|しきゅう|payment,allowance
||hidden|n3|other|しきりに|しきりに|frequently,repeatedly,incessantly,eagerly
||hidden|n3|other|刺激|しげき|stimulus,impetus,incentive
||hidden|n3|other|資源|しげん|resources
||hidden|n3|other|事件|じけん|event,affair,incident
||hidden|n3|other|時刻|じこく|instant,time,moment
||hidden|n3|other|自殺|じさつ|suicide
||hidden|n3|other|事実|じじつ|fact,truth,reality
||hidden|n3|other|支出|ししゅつ|expenditure,expenses
||hidden|n3|other|事情|じじょう|circumstances,consideration,conditions,situation,reasons
||hidden|n3|other|詩人|しじん|poet
||hidden|n3|other|自身|じしん|by oneself,personally
||hidden|n3|other|沈む|しずむ|to sink,to feel depressed
||hidden|n3|other|自然|しぜん|nature,spontaneous
||hidden|n3|other|思想|しそう|thought,idea
||hidden|n3|other|舌|した|tongue
||hidden|n3|other|次第|しだい|(1) order,precedence,(2) circumstances,(3) immediate(ly)
||hidden|n3|other|事態|じたい|situation,present state of affairs
||hidden|n3|other|従う|したがう|to abide (by the rules),to obey,to follow,to accompany
||hidden|n3|other|したがって|したがって|therefore,consequently,in accordance with
||hidden|n3|other|親しい|したしい|intimate,close (e.g. friend)
||hidden|n3|other|七|しち・なな|seven
||hidden|n3|other|質|しつ|quality,nature (of person)
||hidden|n3|other|失業|しつぎょう|unemployment
||hidden|n3|other|実験|じっけん|experiment
||hidden|n3|other|実現|じつげん|implementation,materialization,realization
||hidden|n3|other|実行|じっこう|practice,performance,execution (e.g. program),realization
||hidden|n3|other|実際|じっさい|practical,actual condition,status quo
||hidden|n3|other|実施|じっし|enforcement,enact,put into practice,carry out,operation
||hidden|n3|other|じっと|じっと|fixedly,firmly,patiently,quietly
||hidden|n3|other|実に|じつに|indeed,truly,surely
||hidden|n3|other|失望|しつぼう|disappointment,despair
||hidden|n3|other|支店|してん|branch store (office)
||hidden|n3|other|指導|しどう|leadership,guidance,coaching
||hidden|n3|other|自動|じどう|automatic,self-motion
||hidden|n3|other|品|しな|thing,article,goods,dignity,article (goods),counter for meal courses
||hidden|n3|other|支配|しはい|rule,control,direction
||hidden|n3|other|芝居|しばい|play,drama
||hidden|n3|other|しばしば|しばしば|often,again and again,frequently
||hidden|n3|other|芝生|しばふ|lawn
||hidden|n3|other|支払|しはらい|payment
||hidden|n3|other|支払う|しはらう|to pay
||hidden|n3|other|死亡|しぼう|death,mortality
||hidden|n3|other|資本|しほん|funds,capital
||hidden|n3|other|姉妹|しまい|sisters
||hidden|n3|other|しまう|しまう|to finish, to close, put an end
||hidden|n3|other|しまった|しまった|Damn it!
||hidden|n3|other|自慢|じまん|pride,boast
||hidden|n3|other|事務|じむ|business,office work
||hidden|n3|other|示す|しめす|to denote,to show,to point out,to indicate
||hidden|n3|other|占める|しめる|(1) to comprise,to account for,to make up (of),(2) to hold,to occupy
||hidden|n3|other|下|しも|under,below,beneath
||hidden|n3|other|霜|しも|frost
||hidden|n3|other|借金|しゃっきん|debt,loan,liabilities
||hidden|n3|other|邪魔|じゃま|hindrance,intrusion
||hidden|n3|other|週|しゅう|week
||hidden|n3|other|州|しゅう|a state, province, county
||hidden|n3|other|十|じゅう|10,ten
||hidden|n3|other|銃|じゅう|gun
||hidden|n3|other|周囲|しゅうい|surroundings,circumference,environs
||hidden|n3|other|収穫|しゅうかく|harvest,crop,ingathering
||hidden|n3|other|週間|しゅうかん|week,weekly
||hidden|n3|other|食品|しょくひん|commodity,foodstuff
||hidden|n3|other|植物|しょくぶつ|plant,vegetation
||hidden|n3|other|食物|しょくもつ|food,foodstuff
||hidden|n3|other|食欲|しょくよく|appetite (for food)
||hidden|n3|other|食料|しょくりょう|food
||hidden|n3|other|食糧|しょくりょう|provisions,rations
||hidden|n3|other|書斎|しょさい|study
||hidden|n3|other|女子|じょし|woman,girl
||hidden|n3|other|助手|じょしゅ|helper,helpmeet,assistant,tutor
||hidden|n3|other|徐々に|じょじょに|slowly,little by little,gradually,steadily,quietly
||hidden|n3|other|署名|しょめい|signature
||hidden|n3|other|書物|しょもつ|books
||hidden|n3|other|女優|じょゆう|actress
||hidden|n3|other|処理|しょり|processing,dealing with,treatment,disposition,disposal
||hidden|n3|other|書類|しょるい|documents,official papers
||hidden|n3|other|知らせ|しらせ|notice
||hidden|n3|other|尻|しり|buttocks,bottom
||hidden|n3|other|印|しるし|(1) mark,(2) symbol,(3) evidence
||hidden|n3|other|城|しろ|castle
||hidden|n3|other|進学|しんがく|going on to a higher level school,
||hidden|n3|other|神経|しんけい|nerve,sensitivity
||hidden|n3|other|真剣|しんけん|seriousness,earnestness
||hidden|n3|other|信仰|しんこう|(religious) faith,belief,creed
||hidden|n3|other|信号|しんごう|traffic lights,signal,semaphore
||hidden|n3|other|人工|じんこう|artificial,manmade,human work,human skill,artificiality
||hidden|n3|other|深刻|しんこく|serious
||hidden|n3|other|姿|すがた|figure,shape,appearance
||hidden|n3|other|空く|すく|(1) to open,to become empty,(2) to be less crowded
||hidden|n3|other|救う|すくう|to rescue from,to help out of
||hidden|n3|other|優れる|すぐれる|to surpass,to outstrip,to excel
||hidden|n3|other|すごい|すごい|terrible,dreadful,terrific,amazing,great
||hidden|n3|other|少しも|すこしも|anything of,not one bit
||hidden|n3|other|過ごす|すごす|to pass,to spend,to go through,to tide over
||hidden|n3|other|筋|すじ|muscle,string,line
||hidden|n3|other|進める|すすめる|to advance,to promote,to hasten
||hidden|n3|other|勧める|すすめる|to recommend,to advise,to encourage,to offer (wine)
||hidden|n3|other|頭痛|ずつう|headache
||hidden|n3|other|ずっと|ずっと|consecutively,throughout,a lot
||hidden|n3|other|すてき|すてき|lovely,dreamy,beautiful,great
||hidden|n3|other|既に|すでに|already,too late
||hidden|n3|other|すなわち|すなわち|that is,namely,i.e.
||hidden|n3|other|素晴らしい|すばらしい|wonderful,splendid,magnificent
||hidden|n3|other|全て|すべて|all,the whole,entirely,in general,wholly
||hidden|n3|other|全て|すべて|all,whole,entire,complete,overall,pan
||hidden|n3|other|済ませる|すませる|to be finished
||hidden|n3|other|すみません|すみません|sorry,excuse me
||hidden|n3|other|為る|する|to do
||hidden|n3|other|すると|すると|thereupon,hereupon
||hidden|n3|other|鋭い|するどい|pointed,sharp
||hidden|n3|other|背|せい|height,stature
||hidden|n3|other|正|せい|(logical) true,regular
||hidden|n3|other|性|せい|sex,gender
||hidden|n3|other|所為|せい|cause,reason,fault
||hidden|n3|other|税|ぜい|a tax
||hidden|n3|other|性格|せいかく|character,personality
||hidden|n3|other|正確|せいかく|accurate,punctuality,exactness,authenticity,veracity
||hidden|n3|other|世紀|せいき|century,era
||hidden|n3|other|請求|せいきゅう|claim,demand,application,request
||hidden|n3|other|税金|ぜいきん|tax,duty
||hidden|n3|other|清潔|せいけつ|clean
||hidden|n3|other|成人|せいじん|adult
||hidden|n3|other|精々|せいぜい|at the most,at best,to the utmost,as much (far) as possible
||hidden|n3|other|成績|せいせき|results,record
||hidden|n3|other|製造|せいぞう|manufacture,production
||hidden|n3|other|贅沢|ぜいたく|luxury,extravagance
||hidden|n3|other|成長|せいちょう|growth,grow to adulthood
||hidden|n3|other|制度|せいど|system,institution,organization
||hidden|n3|other|青年|せいねん|youth,young man
||hidden|n3|other|製品|せいひん|manufactured goods,finished goods
||hidden|n3|other|政府|せいふ|government,administration
||hidden|n3|other|生物|せいぶつ|raw food
||hidden|n3|other|生命|せいめい|life,existence
||hidden|n3|other|整理|せいり|sorting,arrangement,adjustment,regulation
||hidden|n3|other|咳|せき|cough
||hidden|n3|other|石炭|せきたん|coal
||hidden|n3|other|責任|せきにん|duty,responsibility
||hidden|n3|other|石油|せきゆ|oil,petroleum,kerosene
||hidden|n3|other|世間|せけん|world,society
||hidden|n3|other|説|せつ|theory
||hidden|n3|other|積極的|せっきょくてき|positive,active,proactive
||hidden|n3|other|設計|せっけい|plan,design
||hidden|n3|other|絶対|ぜったい|absolute,unconditional,absoluteness
||hidden|n3|other|設備|せつび|equipment,device,facilities,installation
||hidden|n3|other|絶滅|ぜつめつ|destruction,extinction
||hidden|n3|other|節約|せつやく|economising,saving
||hidden|n3|other|是非|ぜひ|certainly,without fail
||hidden|n3|other|速度|そくど|speed,velocity,rate
||hidden|n3|other|底|そこ|bottom,sole
||hidden|n3|other|そこで|そこで|so (conj),accordingly,now,then,thereupon
||hidden|n3|other|組織|そしき|(1) organization,(2) structure,construction,(3) tissue,(4) system
||hidden|n3|other|そして|そして|and
||hidden|n3|other|注ぐ|そそぐ|to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)
||hidden|n3|other|育つ|そだつ|to raise (child),to be brought up,to grow (up)
||hidden|n3|other|そっくり|そっくり|all,altogether,entirely,be just like,the splitting image of
||hidden|n3|other|そっと|そっと|face of the earth
||hidden|n3|other|袖|そで|sleeve
||hidden|n3|other|備える|そなえる|to furnish,to provide for,to equip,to install
||hidden|n3|other|その|その|the,that
||hidden|n3|other|そのうち|そのうち|eventually,sooner or later,of the previously mentioned
||hidden|n3|other|そのまま|そのまま|without change,as it is (i.e. now)
||hidden|n3|other|側|そば|side,edge,third person
||hidden|n3|other|粗末|そまつ|crude,rough,plain,humble
||hidden|n3|other|それ|それ|it,that
||hidden|n3|other|それぞれ|それぞれ|each,every,either,respectively,severally
||hidden|n3|other|それでも|それでも|but (still),and yet,nevertheless,even so,notwithstanding
||hidden|n3|other|それとも|それとも|or,or else
||hidden|n3|other|損|そん|loss,disadvantage
||hidden|n3|other|損害|そんがい|damage,injury,loss
||hidden|n3|other|尊敬|そんけい|respect,esteem,reverence,honour
||hidden|n3|other|存在|そんざい|existence,being
||hidden|n3|other|尊重|そんちょう|respect,esteem,regard
||hidden|n3|other|田|た|rice field
||hidden|n3|other|他|た|other (esp. places and things)
||hidden|n3|other|台|だい|stand,rack,table,support, counter for machine
||hidden|n3|other|題|だい|title,subject,theme,topic
||hidden|n3|other|体育|たいいく|physical education,gymnastics,athletics
||hidden|n3|other|体温|たいおん|temperature (body)
||hidden|n3|other|大会|たいかい|convention,tournament,mass meeting,rally
||hidden|n3|other|大気|たいき|the air, atmosphere
||hidden|n3|other|代金|だいきん|price,payment,cost,charge
||hidden|n3|other|退屈|たいくつ|tedium,boredom
||hidden|n3|other|滞在|たいざい|stay,sojourn
||hidden|n3|other|大使|たいし|ambassador
||hidden|n3|other|大した|たいした|considerable,great,important,significant,a big deal
||hidden|n3|other|対象|たいしょう|target,object (of worship, study, etc),subject (of taxation, etc)
||hidden|n3|other|大臣|だいじん|cabinet minister
||hidden|n3|other|対する|たいする|to face,to confront,to oppose
||hidden|n3|other|大戦|たいせん|great war,great battle
||hidden|n3|other|大抵|たいてい|usually,generally
||hidden|n3|other|態度|たいど|attitude,manner
||hidden|n3|other|大統領|だいとうりょう|president,chief executive
||hidden|n3|other|大半|たいはん|majority,mostly,generally
||hidden|n3|other|代表|だいひょう|representative,representation,delegation,type,example,model
||hidden|n3|other|大部分|だいぶぶん|most part,greater part,majority
||hidden|n3|other|大変|たいへん|awful,dreadful,terrible,very
||hidden|n3|other|逮捕|たいほ|arrest,apprehension,capture
||hidden|n3|other|太陽|たいよう|sun,solar
||hidden|n3|other|平ら|たいら|flatness,level,smooth,calm,plain
||hidden|n3|other|代理|だいり|representation,agency,proxy,deputy,agent
||hidden|n3|other|大陸|たいりく|continent
||hidden|n3|other|倒す|たおす|to throw down,to beat,to bring down,to blow down
||hidden|n3|other|だが|だが|however
||hidden|n3|other|互い|たがい|mutual,reciprocal
||hidden|n3|other|宝|たから|treasure
||hidden|n3|other|だから|だから|so,therefore
||hidden|n3|other|宅|たく|house,home,husband
||hidden|n3|other|だけど|だけど|however
||hidden|n3|other|確かめる|たしかめる|to ascertain, confirm
||hidden|n3|other|多少|たしょう|more or less,somewhat,a little,some
||hidden|n3|other|助ける|たすける|to help,to save,to rescue
||hidden|n3|other|ただ|ただ|free of charge,
||hidden|n3|other|唯|ただ|mere,sole,only
||hidden|n3|other|戦い|たたかい|battle,fight,struggle,conflict
